centroid-0,centroid-1,area,perimeter,area_bbox,area_convex,axis_major_length,axis_minor_length,eccentricity,extent,solidity
5407.850729517396,10221.841750841751,891,118.02438661763952,1287,931,38.128248310705935,30.361352081009425,0.604907841230257,0.6923076923076923,0.9570354457572503
5437.463048498846,10157.72286374134,866,127.33809511662429,1428,948,42.556709463950014,27.15602019714125,0.769942127723667,0.6064425770308123,0.9135021097046413
5437.224719101124,10121.921348314607,267,61.25483399593904,441,280,21.220875944467185,16.350206901135625,0.6374672238813772,0.6054421768707483,0.9535714285714286
5492.644251626898,10144.468546637743,922,148.75230867899737,1344,1041,57.63156652991418,21.579846673484656,0.9272491629930399,0.6860119047619048,0.8856868395773295
5403.675324675325,10294.61038961039,154,51.840620433565945,288,169,15.811579103454413,13.61466564339341,0.5085090085697658,0.5347222222222222,0.9112426035502958
5424.333333333333,10260.666666666666,78,33.698484809834994,144,84,12.504907695944553,8.106340333428939,0.7614252561738574,0.5416666666666666,0.9285714285714286
5463.172147995889,10263.711716341213,1946,288.71782079359116,4250,2515,95.60768126470168,29.01596974704259,0.9528346417068144,0.45788235294117646,0.7737574552683897
5397.445918367347,10389.025510204081,980,125.43860018001261,1332,1030,38.32810964707482,33.0504997856257,0.5063901885427804,0.7357357357357357,0.9514563106796117
5422.055118110236,10374.36220472441,127,43.35533905932738,204,134,15.204481606191184,10.830061311921176,0.7018812081291483,0.6225490196078431,0.9477611940298507
5468.044471153846,10439.580528846154,832,152.79393923933998,1551,1115,50.10097134169923,24.94701231023448,0.8672145242369474,0.536428110896196,0.7461883408071749
5476.894837476099,10488.877629063098,523,131.92388155425118,800,674,56.17088004430616,14.430515790652324,0.9664369652204845,0.65375,0.7759643916913946
5487.001251564456,10380.513141426783,799,109.9827560572969,980,825,35.267262452411394,29.228325437711877,0.5595945847366899,0.8153061224489796,0.9684848484848485
5476.268656716418,10466.611940298508,67,31.698484809834994,120,72,10.823673211977205,8.155225967817143,0.6574915085882731,0.5583333333333333,0.9305555555555556
5396.413016270338,10566.067584480601,799,131.3380951166243,1189,895,45.91784934813557,23.258201858090494,0.8622295834077546,0.6719932716568545,0.8927374301675978
5394.254826254826,10616.555984555984,259,61.59797974644666,368,270,21.37906882355796,15.868935665755435,0.6701064021762384,0.7038043478260869,0.9592592592592593
5410.5,10593.0,32,18.970562748477143,56,32,6.6332495807108,6.324555320336759,0.3015113445777637,0.5714285714285714,1.0
5428.735360360361,10508.817567567568,888,119.88225099390857,1204,948,41.61202490430049,27.799034725391593,0.7441137659597438,0.7375415282392026,0.9367088607594937
5444.884105960265,10609.833333333334,906,139.4386001800126,1554,1036,44.036605801976606,31.596289460322755,0.6965579243238964,0.583011583011583,0.8745173745173745
5430.0,10591.0,25,16.970562748477143,49,25,5.768882040742383,5.768882040742383,0.0,0.5102040816326531,1.0
5438.5,10593.0,32,18.970562748477143,56,32,6.6332495807108,6.324555320336759,0.3015113445777637,0.5714285714285714,1.0
5448.53125,10539.484375,64,29.455844122715714,108,66,10.658661767400767,7.802140608714326,0.6813046111830695,0.5925925925925926,0.9696969696969697
5491.717829457364,10582.720930232557,645,97.9827560572969,858,675,31.393157090917285,26.596133866110677,0.5312816507197935,0.7517482517482518,0.9555555555555556
5497.607843137255,10617.607843137255,102,36.87005768508881,144,107,12.031589961414742,10.873878216528665,0.42800297073054117,0.7083333333333334,0.9532710280373832
5388.758928571428,10732.925595238095,672,129.92388155425118,1053,813,40.464734782895746,23.838067907871487,0.8080548675812157,0.6381766381766382,0.8265682656826568
5439.53634894992,10712.951534733442,619,99.53910524340094,870,654,30.290199191196702,26.438746339381243,0.48799179406308274,0.7114942528735633,0.9464831804281345
5434.986577181208,10745.738255033557,149,44.2842712474619,204,153,16.12696040032342,11.854966025232159,0.6779561765116467,0.7303921568627451,0.9738562091503268
5380.734375,10840.765625,64,29.213203435596427,96,67,11.1663009644405,7.403101395464954,0.7486317799320453,0.6666666666666666,0.9552238805970149
5438.845454545454,10830.727272727272,110,43.35533905932738,224,123,17.718298041619608,8.64547445533937,0.8728769155963608,0.49107142857142855,0.8943089430894309
5469.203053435114,10892.062595419848,655,104.61017305526642,896,680,30.55164149259922,27.75123976531041,0.41823524471013857,0.7310267857142857,0.9632352941176471
5479.459087617668,10977.569876900796,1381,144.2670273047588,1980,1436,45.27616122115037,39.43067615926177,0.4914732821988756,0.6974747474747475,0.9616991643454039
5402.269387755102,11013.991836734695,245,62.76955262170047,312,256,23.984186424129394,13.179633591173815,0.8354848547004103,0.7852564102564102,0.95703125
5446.849397590361,11102.330861909175,4316,367.3452377915607,8475,5491,118.28874191783433,58.52833882889851,0.8690113612099629,0.5092625368731564,0.7860134765980695
5451.083989501312,11015.677165354331,381,81.15432893255071,558,404,29.32038183241066,16.728004204564215,0.8212803923117501,0.6827956989247311,0.943069306930693
5481.917582417583,11013.917582417582,182,63.49747468305833,299,224,23.530958542013916,11.341343641339108,0.8761847373124706,0.6086956521739131,0.8125
5490.2357142857145,11063.267857142857,560,89.49747468305833,756,579,30.701868431253864,23.426201302879623,0.6463725049481459,0.7407407407407407,0.9671848013816926
5389.112554112554,11144.857142857143,462,85.49747468305833,609,485,29.669805792333936,20.234240312697178,0.7313700001102507,0.7586206896551724,0.9525773195876288
