order,size,diameter,radius,average_shortest_path_length,density,graph_clique_number,graph_number_of_cliques,transitivity,local_efficiency,global_efficiency,degree_avg,degree_min,degree_max,degree_qt95,degree_qt75,degree_qt66,degree_qt50,degree_qt33,degree_qt20,degree_qt10,degree_qt05,clustering_avg,clustering_min,clustering_max,clustering_qt95,clustering_qt75,clustering_qt66,clustering_qt50,clustering_qt33,clustering_qt20,clustering_qt10,clustering_qt05,triangles_avg,triangles_min,triangles_max,triangles_qt95,triangles_qt75,triangles_qt66,triangles_qt50,triangles_qt33,triangles_qt20,triangles_qt10,triangles_qt05,degree_centrality_avg,degree_centrality_min,degree_centrality_max,degree_centrality_qt95,degree_centrality_qt75,degree_centrality_qt66,degree_centrality_qt50,degree_centrality_qt33,degree_centrality_qt20,degree_centrality_qt10,degree_centrality_qt05,closeness_centrality_avg,closeness_centrality_min,closeness_centrality_max,closeness_centrality_qt95,closeness_centrality_qt75,closeness_centrality_qt66,closeness_centrality_qt50,closeness_centrality_qt33,closeness_centrality_qt20,closeness_centrality_qt10,closeness_centrality_qt05
24,50,9,5,3.282608695652174,0.18115942028985507,3,27,0.45,0.75369708994709,0.44215119622728205,4.166666666666667,2.0,7.0,6.849999999999998,5.0,4.0,4.0,4.0,3.0,2.3000000000000003,2.0,0.5619047619047618,0.2857142857142857,1.0,1.0,0.6666666666666666,0.5555555555555554,0.5,0.5,0.4,0.35333333333333333,0.3333333333333333,3.375,1.0,7.0,6.0,4.0,4.0,3.0,3.0,2.0,1.3000000000000003,1.0,0.18115942028985507,0.08695652173913043,0.30434782608695654,0.2978260869565217,0.21739130434782608,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.13043478260869565,0.1,0.08695652173913043,0.3159121848045231,0.2072072072072072,0.40350877192982454,0.4014570324115373,0.36507936507936506,0.352114898989899,0.31725646879756464,0.29241452991452993,0.25274725274725274,0.24811827956989246,0.21980705456738017
40,91,10,5,3.958974358974359,0.11666666666666667,4,49,0.4308510638297872,0.7186210317460315,0.367979242979242,4.55,1.0,8.0,7.0,5.25,5.0,5.0,4.0,3.0,2.9000000000000004,2.0,0.5263095238095238,0.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.4,0.3961904761904762,0.3333333333333333,0.2857142857142857,4.05,0.0,8.0,7.049999999999997,5.25,5.0,4.0,3.0,2.0,1.9000000000000004,1.0,0.11666666666666665,0.02564102564102564,0.20512820512820512,0.1794871794871795,0.1346153846153846,0.1282051282051282,0.1282051282051282,0.10256410256410256,0.07692307692307693,0.07435897435897437,0.05128205128205128,0.2607733839462353,0.17647058823529413,0.3482142857142857,0.33347701149425285,0.2965909090909091,0.291044776119403,0.2600115560691586,0.23493975903614459,0.2196045197740113,0.21180327868852458,0.1880976567790871
9,13,4,2,2.0277777777777777,0.3611111111111111,3,6,0.5,0.6453703703703704,0.6226851851851855,2.888888888888889,1.0,5.0,4.6,3.0,3.0,3.0,2.6666666666666665,2.0,1.8,1.4,0.5629629629629629,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.37777777777777777,0.3333333333333333,0.26666666666666666,0.13333333333333333,1.6666666666666667,0.0,4.0,3.1999999999999993,2.0,2.0,2.0,1.0,1.0,0.8,0.4,0.3611111111111111,0.125,0.625,0.575,0.375,0.375,0.375,0.3333333333333333,0.25,0.225,0.175,0.5120885713383582,0.34782608695652173,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.5238095238095237,0.47058823529411764,0.47058823529411764,0.46013071895424834,0.4251207729468599,0.3864734299516908
